time,altitude,velocity,q,mach,gimbal,theta,apoapsis,periapsis,theta_error
15.0000,4806.0294,581.9071,126950.4455,1.8052,-0.0003,1.5076,21981.0787,-6370988.7537,-0.0040
15.2500,4952.4925,590.2257,128573.6758,1.8344,-0.0003,1.5051,22623.8954,-6370987.0979,-0.0041
15.5000,5101.0384,598.6227,130162.9907,1.8640,-0.0003,1.5025,23280.5515,-6370985.2486,-0.0041
15.7500,5251.6865,607.1025,131717.9170,1.8941,-0.0003,1.4999,23951.5308,-6370983.1881,-0.0042
16.0000,5404.4574,615.6696,133237.9313,1.9246,-0.0003,1.4973,24637.3351,-6370980.8972,-0.0043
16.2500,5559.3727,624.3283,134722.4574,1.9555,-0.0003,1.4946,25338.4837,-6370978.3555,-0.0043
16.5000,5716.4550,633.0830,136170.8632,1.9870,-0.0003,1.4919,26055.5146,-6370975.5410,-0.0044
16.7500,5875.7282,641.9382,137582.4585,2.0189,-0.0003,1.4891,26788.9849,-6370972.4302,-0.0044
17.0000,6037.2170,650.8982,138956.4924,2.0514,-0.0003,1.4863,27539.4714,-6370968.9976,-0.0045
17.2500,6200.9471,659.9676,140292.1511,2.0845,-0.0003,1.4835,28307.5707,-6370965.2163,-0.0046
17.5000,6366.9456,669.1508,141588.5566,2.1181,-0.0003,1.4806,29093.9006,-6370961.0570,-0.0046
17.7500,6535.2403,678.4522,142844.7643,2.1523,-0.0003,1.4777,29899.1004,-6370956.4885,-0.0047
18.0000,6705.8601,687.8763,144059.7621,2.1871,-0.0003,1.4748,30723.8316,-6370951.4774,-0.0048
18.2500,6878.8353,697.4276,145232.4691,2.2226,-0.0003,1.4718,31568.7785,-6370945.9880,-0.0048
18.5000,7054.1967,707.1107,146361.7348,2.2587,-0.0003,1.4687,32434.6496,-6370939.9816,-0.0049
18.7500,7231.9766,716.9301,147446.3385,2.2955,-0.0003,1.4657,33322.1779,-6370933.4173,-0.0049
19.0000,7412.2083,726.8903,148484.9887,2.3331,-0.0003,1.4626,34232.1219,-6370926.2509,-0.0050
19.2500,7594.9259,736.9962,149476.3234,2.3714,-0.0003,1.4594,35165.2668,-6370918.4353,-0.0051
19.5000,7780.1649,747.2521,150418.9103,2.4104,-0.0003,1.4562,36122.4254,-6370909.9199,-0.0052
19.7500,7967.9616,757.6630,151311.2471,2.4503,-0.0003,1.4529,37104.4391,-6370900.6507,-0.0052
20.0000,8158.3537,768.2335,152151.7629,2.4910,-0.0003,1.4497,38112.1792,-6370890.5696,-0.0053
20.2500,8351.3797,778.9685,152938.8190,2.5325,-0.0003,1.4463,39146.5478,-6370879.6147,-0.0054
20.5000,8547.0793,789.8727,153670.7110,2.5749,-0.0004,1.4429,40208.4799,-6370867.7196,-0.0054
20.7500,8745.4934,800.9512,154345.6703,2.6183,-0.0004,1.4395,41298.9437,-6370854.8133,-0.0055
21.0000,8946.6639,812.2089,154961.8669,2.6625,-0.0004,1.4360,42418.9429,-6370840.8197,-0.0056
21.2500,9150.6340,823.6508,155517.4122,2.7078,-0.0004,1.4325,43569.5181,-6370825.6574,-0.0057
21.5000,9357.4477,835.2821,156010.3618,2.7541,-0.0004,1.4289,44751.7484,-6370809.2393,-0.0058
21.7500,9567.1506,847.1080,156438.7195,2.8015,-0.0004,1.4253,45966.7529,-6370791.4723,-0.0058
22.0000,9779.7892,859.1339,156800.4415,2.8499,-0.0004,1.4216,47215.6932,-6370772.2565,-0.0059
22.2500,9995.4112,871.3650,157093.4406,2.8995,-0.0004,1.4179,48499.7751,-6370751.4853,-0.0060
22.5000,10214.0655,883.8071,157315.5913,2.9502,-0.0004,1.4141,49820.2509,-6370729.0443,-0.0061
22.7500,10435.8025,896.4655,157464.7354,3.0022,-0.0004,1.4103,51178.4215,-6370704.8115,-0.0062
23.0000,10660.6736,909.3462,157538.6879,3.0554,-0.0004,1.4064,52575.6392,-6370678.6558,-0.0063
23.2500,10888.7314,922.4551,157535.2433,3.1099,-0.0004,1.4025,54013.3103,-6370650.4373,-0.0063
23.5000,11120.0318,935.8268,156611.7966,3.1624,-0.0004,1.3985,55494.4764,-6370619.9922,-0.0064
23.7500,11354.6445,949.5069,155390.7297,3.2085,-0.0004,1.3944,57025.8247,-6370587.1122,-0.0065
24.0000,11592.6413,963.4904,154131.6385,3.2557,-0.0004,1.3903,58608.1286,-6370551.6263,-0.0066
24.2500,11834.0940,977.7817,152832.8943,3.3039,-0.0004,1.3861,60243.0884,-6370513.3426,-0.0067
24.5000,12079.0756,992.3852,151493.0153,3.3532,-0.0004,1.3819,61932.4700,-6370472.0558,-0.0068
24.7500,12327.6597,1007.3055,150110.6682,3.4036,-0.0004,1.3776,63678.1062,-6370427.5461,-0.0069
25.0000,12579.9209,1022.5473,148684.6703,3.4550,-0.0004,1.3732,65481.9003,-6370379.5781,-0.0070
25.2500,12835.9347,1038.1156,147213.9904,3.5075,-0.0004,1.3688,67345.8278,-6370327.9001,-0.0071
25.5000,13095.7777,1054.0156,145697.7509,3.5612,-0.0005,1.3643,69271.9395,-6370272.2422,-0.0072
25.7500,13359.5274,1070.2523,144135.2293,3.6160,-0.0005,1.3598,71262.3640,-6370212.3158,-0.0073
26.0000,13627.2624,1086.8315,142525.8597,3.6719,-0.0005,1.3552,73319.3109,-6370147.8119,-0.0074
26.2500,13899.0622,1103.7586,140869.2338,3.7291,-0.0005,1.3505,75445.0733,-6370078.3997,-0.0075
26.5000,14175.0076,1121.0394,139165.1027,3.7874,-0.0005,1.3457,77642.0313,-6370003.7251,-0.0077
26.7500,14455.1804,1138.6801,137413.3776,3.8469,-0.0005,1.3409,79912.6550,-6369923.4091,-0.0078
27.0000,14739.6635,1156.6866,135614.1304,3.9077,-0.0005,1.3360,82259.5077,-6369837.0461,-0.0079
27.2500,15028.5411,1175.0655,133767.5944,3.9697,-0.0005,1.3310,84685.2493,-6369744.2018,-0.0080
27.5000,15321.8985,1193.8231,131874.1644,4.0331,-0.0005,1.3259,87192.6399,-6369644.4115,-0.0081
27.7500,15619.8223,1212.9663,129934.3963,4.0977,-0.0005,1.3208,89784.5433,-6369537.1777,-0.0083
28.0000,15922.4001,1232.5018,127949.0072,4.1636,-0.0005,1.3156,92463.9307,-6369421.9681,-0.0084
28.2500,16229.7211,1252.4369,125918.8738,4.2309,-0.0005,1.3103,95233.8841,-6369298.2128,-0.0085
28.5000,16541.8755,1272.7786,123845.0316,4.2996,-0.0005,1.3049,98097.6006,-6369165.3018,-0.0086
28.7500,16858.3263,1280.5791,120510.9024,4.3476,-0.0005,1.2995,100216.7323,-6369057.4923,-0.0088
29.0000,17174.9312,1282.3767,113819.0130,4.3314,-0.0025,1.2942,99888.9264,-6369049.3762,-0.0093
29.2500,17490.8591,1278.1296,108687.8914,4.3388,-0.0020,1.2888,100458.6361,-6369002.3037,-0.0095
29.5000,17806.0602,1274.3111,102816.6794,4.3255,-0.0018,1.2833,100245.3235,-6368989.7133,-0.0095
29.7500,18120.6358,1270.8946,97333.8695,4.3137,-0.0018,1.2777,100085.6766,-6368975.3778,-0.0096
30.0000,18434.8390,1274.4097,92206.4394,4.3031,-0.0018,1.2721,99976.0726,-6368959.3177,-0.0096
30.2500,18748.4429,1271.7379,87404.8806,4.2938,-0.0018,1.2666,99913.2663,-6368941.5683,-0.0096
30.5000,19061.3763,1269.4147,82908.6709,4.2857,-0.0027,1.2612,99895.6695,-6368921.9516,-0.0100
30.7500,19373.7209,1267.4205,78692.7742,4.2787,-0.0024,1.2557,99920.1420,-6368900.3884,-0.0103
31.0000,19685.5541,1265.7363,74734.9399,4.2727,-0.0022,1.2501,99984.3228,-6368877.0522,-0.8828
31.2500,19996.7900,1257.7363,71014.9897,4.2678,-0.0022,1.2446,100085.7658,-6368851.9521,-0.6271
31.5000,20307.5037,1256.6610,66971.3184,4.2615,-0.0032,1.2392,100227.1614,-6368824.7589,
31.7500,20617.6084,1255.8617,63619.4777,4.2556,-0.0029,1.2337,100403.7478,-6368795.4249,
32.0000,20926.8509,1255.3318,60474.9317,4.2506,-0.0035,1.2283,100613.3312,-6368763.9430,
32.2500,21235.4503,1248.4106,56909.2823,4.2241,-0.0035,1.2230,100027.3677,-6368780.1977,
32.5000,21543.7806,1248.3434,54153.4421,4.2207,-0.0032,1.2175,100295.1183,-6368745.9487,
32.7500,21851.4202,1248.5017,51559.7140,4.2181,-0.0028,1.2120,100589.9775,-6368709.5922,
33.0000,22158.2609,1242.2232,48593.0279,4.1938,-0.0028,1.2066,100090.4399,-6368723.9591,
33.2500,22464.9849,1242.7774,46309.6189,4.1927,-0.0039,1.2012,100433.8097,-6368684.8816,
33.5000,22770.5303,1243.5332,43687.3212,4.1697,-0.0039,1.1961,99985.7792,-6368698.0363,
33.7500,23076.0463,1237.7928,41672.4090,4.1698,-0.0051,1.1907,100371.7562,-6368655.9563,
34.0000,23380.3114,1238.8900,39347.2289,4.1481,-0.0051,1.1856,99968.9948,-6368668.0350,
34.2500,23684.6254,1233.4715,37565.5918,4.1493,-0.0052,1.1800,100392.5608,-6368622.8097,
34.5000,23987.6079,1228.2168,35497.8632,4.1287,-0.0052,1.1749,100029.7206,-6368633.9306,
34.7500,24290.7095,1229.7467,33919.6576,4.1309,-0.0047,1.1692,100486.6034,-6368585.5313,
35.0000,24592.7053,1224.7615,32075.8995,4.1113,-0.0047,1.1640,100159.0760,-6368595.7966,
35.2500,24894.2557,1226.5582,30675.6184,4.1144,-0.0052,1.1586,100645.2698,-6368544.1379,
35.5000,25195.3888,1221.8140,29027.4253,4.0957,-0.0052,1.1533,100349.0672,-6368553.6366,
35.7500,25495.3512,1217.1934,27479.6825,4.0773,-0.0052,1.1483,100069.5671,-6368562.6368,
36.0000,25795.2634,1219.3250,26307.7018,4.0817,-0.0082,1.1431,100592.0803,-6368507.0976,
36.2500,26094.5249,1214.9078,24919.3921,4.0641,-0.0082,1.1380,100338.6706,-6368515.4530,
36.5000,26392.6939,1210.5953,23613.5897,4.0469,-0.0082,1.1332,100099.2615,-6368523.3796,
36.7500,26690.5698,1213.0110,22629.7161,4.0522,-0.0101,1.1281,100650.3058,-6368463.4163,
37.0000,26988.1726,1208.8708,21454.7964,4.0356,-0.0101,1.1225,100432.7432,-6368470.7989,
37.2500,27284.7489,1204.8198,20348.1333,4.0194,-0.0101,1.1174,100226.9817,-6368477.8102,
37.5000,27580.3201,1200.8527,19305.2167,4.0035,-0.0101,1.1128,100032.3013,-6368484.4717,
37.8000,27935.3963,1202.8006,18328.8186,4.0067,-0.0066,1.1054,100576.5867,-6368420.9847,
38.0500,28230.3568,1198.9870,17398.0063,3.9914,-0.0066,1.0997,100401.1251,-6368427.1494,
38.3000,28524.3688,1195.2445,16519.6745,3.9763,-0.0066,1.0945,100234.9497,-6368433.0124,
38.5500,28817.4493,1191.5692,15690.4907,3.9614,-0.0066,1.0896,100077.5128,-6368438.5904,
38.8000,29110.3761,1194.5528,15072.2557,3.9687,-0.0078,1.0845,100680.7037,-6368368.8622,
39.0500,29403.1621,1190.9885,14320.9469,3.9543,-0.0078,1.0792,100536.8732,-6368374.0957,
39.3000,29695.0589,1187.4819,13610.9548,3.9401,-0.0078,1.0743,100400.5002,-6368379.0788,
39.5500,29986.0805,1184.0300,12939.7416,3.9261,-0.0078,1.0698,100271.1567,-6368383.8250,
39.8000,30276.2396,1180.6298,12304.9458,3.9123,-0.0078,1.0657,100148.4425,-6368388.3469,
40.0500,30565.5488,1177.2787,11704.3688,3.8986,-0.0078,1.0619,100031.9827,-6368392.6565,
40.3000,30855.0727,1180.5344,11259.4400,3.9069,-0.0165,1.0573,100655.1191,-6368316.9015,
40.5500,31144.2186,1177.2646,10713.0329,3.8936,-0.0165,1.0526,100548.3858,-6368320.9635,
40.8000,31432.5455,1174.0373,10195.6571,3.8804,-0.0165,1.0483,100447.0283,-6368324.8373,
41.0500,31720.0635,1170.8502,9705.6079,3.8674,-0.0165,1.0444,100350.7496,-6368328.5326,
41.3000,32006.7821,1167.7016,9241.2926,3.8546,-0.0165,1.0408,100259.2710,-6368332.0586,
41.5500,32292.7121,1164.6012,8645.5044,3.8384,-0.0165,1.0374,100173.5285,-6368335.3777,
41.8000,32577.8636,1161.5359,8217.1748,3.8216,-0.0165,1.0344,100092.3997,-6368338.5317,
42.0500,32862.2450,1158.5039,7812.6584,3.8050,-0.0165,1.0316,100015.4015,-6368341.5379,
42.3000,33146.8957,1162.0039,7513.4081,3.8099,-0.0252,1.0266,100649.2872,-6368258.0216,
42.5500,33431.2324,1159.0274,7146.6218,3.7936,-0.0252,1.0212,100578.7061,-6368260.8611,
42.8000,33714.8200,1156.0796,6799.8879,3.7775,-0.0252,1.0161,100511.6635,-6368263.5699,
43.0500,33997.6651,1153.1589,6471.9827,3.7616,-0.0252,1.0114,100447.9606,-6368266.1548,
43.3000,34279.7742,1150.2640,6161.7657,3.7458,-0.0252,1.0067,100387.4112,-6368268.6224,
43.5500,34561.1534,1147.3935,5868.1735,3.7302,-0.0252,1.0021,100329.8406,-6368270.9788,
43.8000,34841.8086,1144.5461,5590.2141,3.7148,-0.0252,0.9974,100275.0849,-6368273.2297,
44.0500,35121.7451,1141.7207,5326.9613,3.6994,-0.0252,0.9929,100222.9903,-6368275.3805,
44.3000,35400.9682,1138.9161,5077.5498,3.6843,-0.0252,0.9883,100173.4124,-6368277.4364,
44.5500,35679.4828,1136.1314,4841.1711,3.6693,-0.0252,0.9838,100126.2154,-6368279.4020,
44.8000,35957.2936,1133.3654,4617.0690,3.6544,-0.0252,0.9794,100081.2718,-6368281.2821,
45.0500,36234.4051,1130.6173,4404.5360,3.6396,-0.0252,0.9749,100038.4616,-6368283.0807,
45.3000,36510.9625,1134.2457,4202.9098,3.6250,-0.0252,0.9700,99997.6720,-6368284.8020,
45.5500,36788.0988,1131.5281,4056.2295,3.6308,-0.0339,0.9604,100617.6798,-6368189.3621,
45.8000,37064.5469,1128.8261,3871.8405,3.6164,-0.0339,0.9509,100580.0199,-6368191.0055,
46.0500,37340.3106,1126.1390,3696.7866,3.6020,-0.0339,0.9415,100544.1148,-6368192.5792,
46.3000,37615.3933,1123.4661,3530.5450,3.5878,-0.0339,0.9322,100509.8737,-6368194.0866,
46.5500,37889.7983,1120.8066,3372.6249,3.5737,-0.0339,0.9229,100477.2107,-6368195.5309,
46.8000,38163.5289,1118.1599,3222.5659,3.5597,-0.0339,0.9137,100446.0449,-6368196.9151,
47.0500,38436.5881,1115.5255,3079.9356,3.5458,-0.0339,0.9046,100416.3001,-6368198.2421,
47.3000,38708.9786,1112.9028,2944.3277,3.5320,-0.0339,0.8956,100387.9043,-6368199.5145,
47.5500,38980.7033,1110.2911,2815.3606,3.5183,-0.0339,0.8866,100360.7895,-6368200.7350,
47.8000,39251.7648,1107.6901,2692.6752,3.5047,-0.0339,0.8777,100334.8916,-6368201.9059,
48.0500,39522.1655,1105.0992,2575.9339,3.4911,-0.0339,0.8689,100310.1498,-6368203.0296,
48.3000,39791.9079,1102.5180,2464.8193,3.4777,-0.0339,0.8602,100286.5070,-6368204.1082,
48.5500,40060.9941,1099.9460,2359.0321,3.4644,-0.0339,0.8515,100263.9089,-6368205.1438,
48.8000,40329.4264,1097.3829,2258.2909,3.4512,-0.0339,0.8429,100242.3043,-6368206.1383,
49.0500,40597.2068,1094.8281,2162.3304,3.4380,-0.0339,0.8344,100221.6448,-6368207.0937,
49.3000,40864.3372,1092.2815,2070.9007,3.4249,-0.0339,0.8260,100201.8845,-6368208.0116,
49.5500,41130.8196,1089.7425,1983.7661,3.4120,-0.0339,0.8176,100182.9800,-6368208.8937,
49.8000,41396.6557,1087.2110,1900.7046,3.3990,-0.0339,0.8093,100164.8902,-6368209.7417,
50.0500,41661.8472,1084.6865,1821.5064,3.3862,-0.0339,0.8011,100147.5762,-6368210.5571,
50.3000,41926.3958,1082.1687,1745.9738,3.3735,-0.0339,0.7929,100131.0011,-6368211.3412,
50.5500,42190.3030,1079.6575,1673.9202,3.3608,-0.0339,0.7849,100115.1299,-6368212.0955,
50.8000,42453.5704,1077.1525,1605.1691,3.3482,-0.0339,0.7768,100099.9296,-6368212.8212,
51.0500,42716.1993,1074.6534,1539.5542,3.3357,-0.0339,0.7689,100085.3686,-6368213.5196,
51.3000,42978.1912,1072.1600,1476.9180,3.3232,-0.0339,0.7610,100071.4173,-6368214.1918,
51.5500,43239.5473,1069.6721,1417.1119,3.3108,-0.0339,0.7532,100058.0472,-6368214.8391,
51.8000,43500.2689,1067.1895,1359.9952,3.2985,-0.0339,0.7454,100045.2317,-6368215.4623,
52.0500,43760.3572,1064.7119,1305.4350,3.2863,-0.0339,0.7377,100032.9452,-6368216.0627,
52.3000,44019.8133,1062.2392,1253.3055,3.2741,-0.0339,0.7301,100021.1635,-6368216.6410,
52.5500,44278.6384,1059.7711,1203.4877,3.2620,-0.0339,0.7226,100009.8636,-6368217.1983,
52.8000,44536.9435,1062.7981,1155.8689,3.2499,-0.0339,0.7144,99999.0238,-6368217.7354,
53.0500,44795.6097,1060.3400,1121.7749,3.2548,-0.0427,0.6999,100469.3049,-6368086.9292,
53.3000,45053.6478,1057.8861,1077.6578,3.2428,-0.0427,0.6855,100459.1864,-6368087.4546,
53.5500,45311.0585,1055.4363,1035.4674,3.2309,-0.0427,0.6713,100449.4756,-6368087.9612,
53.8000,45567.8430,1052.9903,995.1113,3.2191,-0.0427,0.6571,100440.1543,-6368088.4497,
54.0500,45824.0019,1050.5481,956.5019,3.2073,-0.0427,0.6431,100431.2051,-6368088.9210,
54.3000,46079.5362,1048.1095,919.5562,3.1956,-0.0427,0.6292,100422.6117,-6368089.3757,
54.5500,46334.4466,1045.6744,884.1954,3.1839,-0.0427,0.6155,100414.3583,-6368089.8144,
54.8000,46588.7339,1043.2427,850.3448,3.1723,-0.0427,0.6018,100406.4300,-6368090.2379,
55.0500,46842.3989,1040.8142,817.9336,3.1608,-0.0427,0.5883,100398.8128,-6368090.6467,
55.3000,47095.4423,1038.3895,766.0567,3.1500,-0.0427,0.5748,100391.5251,-6368091.0397,
55.5500,47347.8651,1035.9688,738.8817,3.1427,-0.0427,0.5615,100384.6706,-6368091.4111,
55.8000,47599.6680,1033.5509,712.7253,3.1353,-0.0427,0.5483,100378.0695,-6368091.7705,
56.0500,47850.8515,1031.1357,687.5473,3.1280,-0.0427,0.5353,100371.7121,-6368092.1183,
56.3000,48101.4164,1028.7230,663.3091,3.1207,-0.0427,0.5223,100365.5889,-6368092.4549,
56.5500,48351.3630,1026.3129,639.9739,3.1134,-0.0427,0.5094,100359.6908,-6368092.7807,
56.8000,48600.6920,1023.9051,617.5062,3.1061,-0.0427,0.4967,100354.0090,-6368093.0960,
57.0500,48849.4038,1021.4998,595.8721,3.0988,-0.0427,0.4840,100348.5353,-6368093.4013,
57.3000,49097.4990,1019.0967,575.0391,3.0915,-0.0427,0.4715,100343.2616,-6368093.6969,
57.5500,49344.9780,1016.6959,554.9759,3.0842,-0.0427,0.4590,100338.1803,-6368093.9831,
57.8000,49591.8413,1014.2973,535.6526,3.0769,-0.0427,0.4467,100333.2839,-6368094.2602,
58.0500,49838.0894,1011.9007,517.0405,3.0697,-0.0427,0.4345,100328.5653,-6368094.5286,
58.3000,50083.7227,1009.5063,499.1121,3.0624,-0.0427,0.4224,100324.0178,-6368094.7885,
58.5500,50328.7416,1007.1138,481.8409,3.0551,-0.0427,0.4103,100319.6349,-6368095.0402,
58.8000,50573.1464,1004.7233,465.2016,3.0479,-0.0427,0.3984,100315.4102,-6368095.2841,
59.0500,50816.9377,1002.3347,449.1698,3.0407,-0.0427,0.3866,100311.3378,-6368095.5203,
59.3000,51060.1158,999.9480,430.6021,3.0336,-0.0427,0.3749,100307.4128,-6368095.7491,
59.5500,51302.6811,997.5632,416.8374,3.0302,-0.0427,0.3633,100303.6516,-6368095.9694,
59.8000,51544.6340,995.1802,403.5115,3.0267,-0.0427,0.3518,100300.0185,-6368096.1833,
60.0500,51785.9747,992.7988,390.6104,3.0233,-0.0427,0.3404,100296.5091,-6368096.3910,
60.3000,52026.7037,990.4190,378.1206,3.0198,-0.0427,0.3290,100293.1194,-6368096.5926,
60.5500,52266.8212,988.0408,366.0290,3.0164,-0.0427,0.3178,100289.8451,-6368096.7883,
60.8000,52506.3276,985.6641,354.3231,3.0129,-0.0427,0.3067,100286.6824,-6368096.9782,
61.0500,52745.2230,983.2890,342.9905,3.0094,-0.0427,0.2956,100283.6276,-6368097.1627,
61.3000,52983.5079,980.9154,332.0194,3.0060,-0.0427,0.2847,100280.6769,-6368097.3417,
61.5500,53221.1825,978.5432,321.3983,3.0025,-0.0427,0.2738,100277.8268,-6368097.5155,
61.8000,53458.2470,976.1724,311.1160,2.9990,-0.0427,0.2631,100275.0739,-6368097.6843,
62.0500,53694.7017,973.8031,301.1619,2.9954,-0.0427,0.2524,100272.4149,-6368097.8481,
62.3000,53930.5470,971.4351,291.5255,2.9919,-0.0427,0.2418,100269.8467,-6368098.0071,
62.5500,54165.7830,969.0686,282.1966,2.9884,-0.0427,0.2314,100267.3661,-6368098.1615,
