time,altitude,velocity,q,mach,gimbal,theta,apoapsis,periapsis,theta_error
8.3000,1667.4354,382.2450,75491.3257,1.1398,-0.0002,1.5616,9035.7898,-6370999.9873,-0.0026
8.5500,1764.0305,390.5089,78055.9459,1.1659,-0.0002,1.5600,9457.2734,-6370999.9777,-0.0026
8.8000,1862.6858,398.7274,80597.4072,1.1919,-0.0002,1.5583,9885.9787,-6370999.9632,-0.0027
9.0500,1963.3904,406.9057,83114.3029,1.2179,-0.0002,1.5566,10321.9956,-6370999.9419,-0.0028
9.3000,2066.1349,415.0490,85605.3856,1.2439,-0.0002,1.5548,10765.4328,-6370999.9121,-0.0028
9.5000,2149.7938,421.5420,87578.9207,1.2647,-0.0002,1.5534,11125.6105,-6370999.8806,-0.0029
9.7500,2256.1906,429.6355,90020.8495,1.2907,-0.0002,1.5516,11582.7381,-6370999.8296,-0.0029
10.0000,2364.6077,437.7086,92434.1994,1.3168,-0.0002,1.5497,12047.6891,-6370999.7628,-0.0030
10.2500,2475.0408,445.7666,94818.2027,1.3429,-0.0002,1.5478,12520.6409,-6370999.6772,-0.0030
10.5000,2587.4864,453.8145,97172.1878,1.3690,-0.0002,1.5459,13001.7885,-6370999.5692,-0.0031
10.7500,2701.9427,461.8576,99495.5676,1.3953,-0.0002,1.5439,13491.3439,-6370999.4348,-0.0032
11.0000,2818.4088,469.9009,101787.8286,1.4217,-0.0002,1.5419,13989.5357,-6370999.2695,-0.0032
11.2500,2936.8855,477.9494,104048.5201,1.4482,-0.0002,1.5399,14496.6092,-6370999.0685,-0.0033
11.5000,3057.3743,486.0084,106277.2446,1.4748,-0.0002,1.5378,15012.8262,-6370998.8264,-0.0033
11.7500,3179.8785,494.0827,108473.6480,1.5016,-0.0002,1.5357,15538.4647,-6370998.5373,-0.0034
12.0000,3304.4021,502.1774,110637.4105,1.5286,-0.0002,1.5336,16073.8191,-6370998.1947,-0.0034
12.2500,3430.9508,510.2975,112768.2384,1.5557,-0.0002,1.5314,16619.2001,-6370997.7916,-0.0035
12.5000,3559.5313,518.4480,114865.8555,1.5831,-0.0003,1.5292,17174.9348,-6370997.3203,-0.0036
12.7500,3690.1514,526.6337,116929.9958,1.6107,-0.0003,1.5269,17741.3665,-6370996.7724,-0.0036
13.0000,3822.8202,534.8596,118960.3960,1.6386,-0.0003,1.5246,18318.8551,-6370996.1387,-0.0037
13.2500,3957.5481,543.1306,120956.7887,1.6668,-0.0003,1.5223,18907.7772,-6370995.4096,-0.0037
13.5000,4094.3467,551.4516,122918.8959,1.6952,-0.0003,1.5200,19508.5262,-6370994.5741,-0.0038
13.7500,4233.2285,559.8273,124846.4225,1.7240,-0.0003,1.5176,20121.5124,-6370993.6209,-0.0039
14.0000,4374.2074,568.2627,126739.0511,1.7531,-0.0003,1.5151,20747.1637,-6370992.5372,-0.0039
14.2500,4517.2986,576.7625,128596.4358,1.7825,-0.0003,1.5127,21385.9255,-6370991.3097,-0.0040
14.5000,4662.5182,585.3317,130418.1977,1.8123,-0.0003,1.5102,22038.2610,-6370989.9237,-0.0040
14.7500,4809.8835,593.9749,132203.9194,1.8425,-0.0003,1.5076,22704.6521,-6370988.3635,-0.0041
15.0000,4959.4132,602.6971,133953.1410,1.8732,-0.0003,1.5050,23385.5990,-6370986.6121,-0.0042
15.2500,5111.1269,611.5029,135665.3552,1.9042,-0.0003,1.5024,24081.6214,-6370984.6512,-0.0042
15.5000,5265.0454,620.3973,137340.0038,1.9357,-0.0003,1.4998,24793.2586,-6370982.4610,-0.0043
15.7500,5421.1907,629.3850,138976.4737,1.9677,-0.0003,1.4971,25521.0701,-6370980.0203,-0.0043
16.0000,5579.5861,638.4708,140574.0932,2.0002,-0.0003,1.4943,26265.6363,-6370977.3064,-0.0044
16.2500,5740.2557,647.6595,142132.1294,2.0332,-0.0003,1.4915,27027.5588,-6370974.2947,-0.0045
16.5000,5903.2250,656.9559,143649.7845,2.0667,-0.0003,1.4887,27807.4614,-6370970.9587,-0.0045
16.7500,6068.5207,666.3650,145126.1939,2.1009,-0.0003,1.4859,28605.9906,-6370967.2700,-0.0046
17.0000,6236.1704,675.8915,146560.4231,2.1356,-0.0003,1.4830,29423.8165,-6370963.1982,-0.0047
17.2500,6406.2031,685.5403,147951.4659,2.1709,-0.0003,1.4800,30261.6332,-6370958.7104,-0.0047
17.5000,6578.6487,695.3163,149298.2425,2.2069,-0.0003,1.4771,31120.1602,-6370953.7715,-0.0048
17.7500,6753.5385,705.2244,150599.5980,2.2435,-0.0003,1.4740,32000.1430,-6370948.3436,-0.0049
18.0000,6930.9049,715.2697,151854.3012,2.2808,-0.0003,1.4710,32902.3541,-6370942.3861,-0.0049
18.2500,7110.7813,725.4570,153061.0433,2.3189,-0.0003,1.4679,33827.5939,-6370935.8555,-0.0050
18.5000,7293.2024,735.7914,154218.4378,2.3577,-0.0003,1.4647,34776.6921,-6370928.7049,-0.0051
18.7500,7478.2041,746.2779,155325.0197,2.3972,-0.0003,1.4615,35750.5084,-6370920.8842,-0.0051
19.0000,7665.8234,756.9218,156379.2460,2.4376,-0.0003,1.4583,36749.9342,-6370912.3394,-0.0052
19.2500,7856.0985,767.7280,157379.4960,2.4788,-0.0003,1.4550,37775.8936,-6370903.0128,-0.0053
19.5000,8049.0689,778.7020,158324.0718,2.5209,-0.0003,1.4517,38829.3450,-6370892.8423,-0.0054
19.7500,8244.7752,789.8489,159211.1999,2.5639,-0.0003,1.4483,39911.2824,-6370881.7614,-0.0054
20.0000,8443.2593,801.1741,160039.0328,2.6078,-0.0003,1.4448,41022.7370,-6370869.6988,-0.0055
20.2500,8644.5641,812.6831,160805.6506,2.6526,-0.0004,1.4414,42164.7793,-6370856.5778,-0.0056
20.5000,8848.7341,824.3813,161509.0641,2.6985,-0.0004,1.4378,43338.5202,-6370842.3164,-0.0057
20.7500,9055.8147,836.2743,162147.2173,2.7454,-0.0004,1.4343,44545.1137,-6370826.8264,-0.0058
21.0000,9265.8529,848.3679,162717.9907,2.7934,-0.0004,1.4306,45785.7585,-6370810.0135,-0.0058
21.2500,9478.8968,860.6679,163219.2057,2.8425,-0.0004,1.4269,47061.7002,-6370791.7763,-0.0059
21.5000,9694.9958,873.1802,163648.6284,2.8927,-0.0004,1.4232,48374.2341,-6370772.0063,-0.0060
21.7500,9914.2007,885.9107,164003.9748,2.9442,-0.0004,1.4194,49724.7072,-6370750.5867,-0.0061
22.0000,10136.5637,898.8657,164282.9162,2.9969,-0.0004,1.4156,51114.5216,-6370727.3928,-0.0062
22.2500,10362.1383,912.0515,164483.0847,3.0508,-0.0004,1.4117,52545.1368,-6370702.2904,-0.0063
22.5000,10590.9794,925.4746,164602.0804,3.1061,-0.0004,1.4077,54018.0730,-6370675.1357,-0.0064
22.7500,10823.1435,939.1415,164637.4774,3.1628,-0.0004,1.4037,55534.9146,-6370645.7744,-0.0064
23.0000,11058.6886,953.0702,164012.0063,3.2204,-0.0004,1.3997,57097.4511,-6370614.0399,-0.0065
23.2500,11297.6859,967.3329,162732.1445,3.2685,-0.0004,1.3955,58714.5380,-6370579.6909,-0.0066
23.5000,11540.2139,981.9235,161411.7349,3.3178,-0.0004,1.3913,60387.3419,-6370542.5357,-0.0067
23.7500,11786.3504,996.8468,160048.9231,3.3681,-0.0004,1.3871,62117.8111,-6370502.3608,-0.0068
24.0000,12036.1743,1012.1082,158642.0180,3.4196,-0.0004,1.3828,63907.9734,-6370458.9369,-0.0069
24.2500,12289.7656,1027.7130,157189.4930,3.4723,-0.0004,1.3784,65759.9399,-6370412.0180,-0.0070
24.5000,12547.2053,1043.6668,155689.9884,3.5261,-0.0004,1.3740,67675.9081,-6370361.3399,-0.0071
24.7500,12808.5755,1059.9757,154142.3124,3.5811,-0.0004,1.3694,69658.1653,-6370306.6192,-0.0072
25.0000,13073.9596,1076.6455,152545.4435,3.6374,-0.0004,1.3649,71709.0923,-6370247.5514,-0.0074
25.2500,13343.4421,1093.6827,150898.5321,3.6948,-0.0005,1.3602,73831.1676,-6370183.8099,-0.0075
25.5000,13617.1090,1111.0937,149200.9021,3.7536,-0.0005,1.3555,76026.9709,-6370115.0441,-0.0076
25.7500,13895.0473,1128.8852,147452.0523,3.8136,-0.0005,1.3507,78299.1877,-6370040.8773,-0.0077
26.0000,14177.3454,1147.0644,145651.6583,3.8750,-0.0005,1.3458,80650.6132,-6369960.9055,-0.0078
26.2500,14464.0932,1165.6383,143799.5734,3.9377,-0.0005,1.3409,83084.1575,-6369874.6948,-0.0079
26.5000,14755.3819,1184.6145,141895.8294,4.0017,-0.0005,1.3359,85602.8496,-6369781.7793,-0.0081
26.7500,15051.3042,1204.0006,139940.6373,4.0671,-0.0005,1.3308,88209.8430,-6369681.6589,-0.0082
27.0000,15351.9543,1223.8046,137934.3877,4.1339,-0.0005,1.3256,90908.4199,-6369573.7967,-0.0083
27.2500,15657.4278,1244.0346,135877.6510,4.2022,-0.0005,1.3203,93701.9975,-6369457.6163,-0.0085
27.5000,15967.8220,1264.6991,133771.1763,4.2719,-0.0005,1.3150,96594.1324,-6369332.4984,-0.0086
27.7500,16283.2356,1285.8068,131615.8912,4.3432,-0.0005,1.3095,99588.5271,-6369197.7786,-0.0087
28.0000,16600.8136,1280.3369,125451.8039,4.3472,-0.0015,1.3042,100035.2457,-6369157.8384,-0.0089
28.2500,16917.8831,1282.1521,119691.7595,4.3531,-0.0008,1.2988,100550.5904,-6369113.6613,-0.0095
28.5000,17234.2328,1277.6612,113084.4304,4.3375,-0.0024,1.2933,100247.0122,-6369103.3896,-0.0097
28.7500,17549.8135,1273.6266,106930.9609,4.3236,-0.0019,1.2878,100004.8291,-6369091.0754,-0.0098
29.0000,17864.8987,1276.8662,101191.3057,4.3111,-0.0018,1.2822,99820.2295,-6369077.0379,-0.0101
29.2500,18179.5903,1273.6608,96865.6733,4.3232,-0.0017,1.2766,100566.2993,-6369021.0288,-0.0102
29.5000,18493.8181,1270.8365,91792.3743,4.3133,-0.0018,1.2711,100482.2759,-6369002.7372,-0.0112
29.7500,18807.3416,1268.3868,87046.5449,4.3048,-0.0027,1.2656,100447.0756,-6368982.5140,
30.0000,19120.2486,1266.2886,82600.7574,4.2975,-0.0023,1.2601,100457.2639,-6368960.2725,
30.2500,19432.6219,1264.5226,78430.7251,4.2913,-0.0021,1.2546,100510.2800,-6368936.2042,
30.5000,19744.2075,1263.0832,74519.8871,4.2862,-0.0031,1.2491,100604.6444,-6368910.0835,
30.7500,20055.0808,1261.9565,70068.8896,4.2586,-0.0031,1.2437,99864.8507,-6368928.9831,
31.0000,20365.4854,1254.2002,66088.8841,4.2527,-0.0028,1.2382,100038.3188,-6368899.9163,
31.2500,20675.4927,1253.6539,62808.4217,4.2476,-0.0024,1.2327,100246.6434,-6368868.8523,
31.5000,20985.0002,1253.3703,59725.7731,4.2435,-0.0025,1.2272,100487.5101,-6368835.8036,
31.7500,21293.4029,1253.3537,56202.1406,4.2167,-0.0025,1.2219,99894.6612,-6368851.7584,
32.0000,21601.5917,1246.5859,53503.6594,4.2142,-0.0047,1.2166,100195.0227,-6368815.7775,
32.2500,21909.2874,1247.0067,50962.8844,4.2126,-0.0029,1.2111,100522.2012,-6368777.3094,
32.5000,22215.8763,1240.6743,48028.3655,4.1881,-0.0029,1.2057,100016.0818,-6368791.4583,
32.7500,22522.4062,1241.5052,45794.1038,4.1879,-0.0040,1.2002,100393.0925,-6368750.2013,
33.0000,22827.7604,1242.5410,43198.9781,4.1648,-0.0040,1.1951,99938.8252,-6368763.1794,
33.2500,23133.1437,1236.7501,41226.8052,4.1658,-0.0046,1.1896,100358.6995,-6368718.8260,
33.5000,23437.2718,1238.1321,38924.5906,4.1439,-0.0046,1.1845,99950.0319,-6368730.7642,
33.7500,23741.5084,1232.6663,37180.3411,4.1461,-0.0048,1.1789,100408.0211,-6368683.2459,
34.0000,24044.4021,1227.3669,35132.0135,4.1253,-0.0048,1.1738,100039.5887,-6368694.2572,
34.2500,24347.4753,1229.1859,33586.6054,4.1285,-0.0050,1.1682,100531.2583,-6368643.4454,
34.5000,24649.4401,1224.1588,31759.2206,4.1088,-0.0050,1.1630,100198.4371,-6368653.6281,
34.7500,24950.6598,1226.2526,30389.5914,4.1129,-0.0068,1.1579,100719.7073,-6368599.1729,
35.0000,25251.8214,1221.4689,28755.0857,4.0940,-0.0068,1.1525,100418.4763,-6368608.6141,
35.2500,25551.8029,1216.8108,27220.3961,4.0756,-0.0068,1.1476,100134.2537,-6368617.5593,
35.5000,25851.4523,1219.2412,26073.7540,4.0809,-0.0073,1.1423,100691.6266,-6368558.9184,
35.7500,26150.7934,1214.7887,24696.3470,4.0632,-0.0073,1.1368,100433.7304,-6368567.2402,
36.0000,26449.0335,1210.4428,23400.9585,4.0459,-0.0073,1.1318,100190.1013,-6368575.1342,
36.2500,26746.3608,1213.1666,22181.9856,4.0290,-0.0073,1.1270,99959.8443,-6368582.6261,
36.5000,27044.0983,1208.9948,21273.2872,4.0356,-0.0079,1.1212,100555.0637,-6368519.3263,
36.7500,27340.8018,1204.9137,20174.8477,4.0192,-0.0079,1.1159,100345.5104,-6368526.3234,
37.0000,27636.4931,1200.9182,19139.7968,4.0032,-0.0079,1.1111,100147.2566,-6368532.9710,
37.2500,27931.6769,1203.9529,18375.0101,4.0106,-0.0089,1.1061,100763.5465,-6368464.8298,
37.5000,28227.0156,1200.0976,17439.6916,3.9951,-0.0089,1.1004,100582.7361,-6368471.0580,
37.8000,28580.1585,1195.5676,16386.8524,3.9769,-0.0089,1.0942,100378.3774,-6368478.1297,
38.0500,28873.4117,1191.8681,15563.5074,3.9619,-0.0089,1.0895,100217.9279,-6368483.7076,
38.3000,29165.7436,1188.2334,14785.9715,3.9473,-0.0089,1.0852,100065.8727,-6368489.0160,
38.5500,29457.9681,1191.5784,14214.9027,3.9558,-0.0166,1.0803,100708.2540,-6368414.9375,
38.8000,29750.0974,1188.0499,13509.3887,3.9415,-0.0166,1.0749,100569.1419,-6368419.9334,
39.0500,30041.3463,1184.5773,12842.4746,3.9274,-0.0166,1.0699,100437.2096,-6368424.6914,
39.3000,30331.7279,1181.1574,12211.8039,3.9135,-0.0166,1.0654,100312.0472,-6368429.2243,
39.5500,30621.2549,1177.7874,11615.1832,3.8999,-0.0166,1.0612,100193.2714,-6368433.5441,
39.8000,30909.9392,1174.4649,11050.5690,3.8864,-0.0166,1.0574,100080.5230,-6368437.6622,
40.0500,31198.2628,1178.0534,10639.4317,3.8957,-0.0254,1.0528,100736.8749,-6368356.0627,
40.3000,31486.8625,1174.8089,10125.0483,3.8825,-0.0254,1.0462,100633.4016,-6368359.9579,
40.5500,31774.6493,1171.6055,9637.8763,3.8695,-0.0254,1.0401,100535.1194,-6368363.6734,
40.8000,32061.6330,1168.4439,9031.1161,3.8565,-0.0254,1.0346,100441.7908,-6368367.2167,
41.0500,32347.8251,1165.3292,8580.5085,3.8395,-0.0254,1.0295,100354.5440,-6368370.5433,
41.3000,32633.2353,1162.2503,8155.1576,3.8227,-0.0254,1.0248,100271.7722,-6368373.7127,
41.5500,32917.8723,1159.2053,7753.4760,3.8061,-0.0254,1.0206,100193.2173,-6368376.7336,
41.8000,33201.7440,1156.1924,7373.9885,3.7896,-0.0254,1.0166,100118.6378,-6368379.6139,
42.0500,33484.8581,1153.2099,7015.3226,3.7734,-0.0254,1.0130,100047.8078,-6368382.3612,
42.3000,33767.6783,1157.0186,6754.7451,3.7794,-0.0341,1.0081,100707.1305,-6368290.5295,
42.5500,34050.8195,1154.0866,6428.8069,3.7634,-0.0341,0.9996,100642.0675,-6368293.1380,
42.8000,34333.2220,1151.1809,6120.4673,3.7476,-0.0341,0.9911,100580.2277,-6368295.6280,
43.0500,34614.8922,1148.3001,5828.6669,3.7320,-0.0341,0.9827,100521.4321,-6368298.0056,
43.3000,34895.8359,1145.4429,5552.4175,3.7165,-0.0341,0.9743,100465.5133,-6368300.2768,
43.5500,35176.0588,1142.6080,5290.7965,3.7011,-0.0341,0.9661,100412.3139,-6368302.4469,
43.8000,35455.5660,1139.7945,5042.9424,3.6859,-0.0341,0.9579,100361.6861,-6368304.5210,
44.0500,35734.3628,1137.0011,4808.0498,3.6709,-0.0341,0.9498,100313.4911,-6368306.5042,
44.3000,36012.4538,1134.2269,4585.3660,3.6560,-0.0341,0.9417,100267.5984,-6368308.4009,
44.5500,36289.8436,1131.4709,4374.1865,3.6412,-0.0341,0.9338,100223.8855,-6368310.2154,
44.8000,36566.5365,1128.7322,4173.8521,3.6265,-0.0341,0.9259,100182.2367,-6368311.9518,
45.0500,36842.5366,1126.0100,3983.7452,3.6120,-0.0341,0.9180,100142.5436,-6368313.6140,
45.3000,37117.8478,1123.3035,3803.2873,3.5976,-0.0341,0.9103,100104.7038,-6368315.2056,
45.5500,37392.4738,1120.6119,3631.9360,3.5833,-0.0341,0.9026,100068.6210,-6368316.7300,
45.8000,37666.4180,1117.9345,3469.1826,3.5691,-0.0341,0.8949,100034.2043,-6368318.1905,
46.0500,37939.6840,1115.2706,3314.5499,3.5550,-0.0341,0.8874,100001.3683,-6368319.5901,
46.3000,38213.5155,1119.0076,3203.5921,3.5614,-0.0428,0.8731,100606.5274,-6368206.5340,
46.5500,38486.8120,1116.3675,3061.7474,3.5474,-0.0428,0.8583,100576.1293,-6368207.8831,
46.8000,38759.4387,1113.7393,2926.8903,3.5336,-0.0428,0.8436,100547.1103,-6368209.1767,
47.0500,39031.3982,1111.1224,2798.6406,3.5199,-0.0428,0.8290,100519.4011,-6368210.4174,
47.3000,39302.6934,1108.5164,2676.6411,3.5063,-0.0428,0.8146,100492.9358,-6368211.6077,
47.5500,39573.3266,1105.9206,2560.5554,3.4927,-0.0428,0.8003,100467.6525,-6368212.7500,
47.8000,39843.3004,1103.3348,2450.0674,3.4793,-0.0428,0.7861,100443.4926,-6368213.8464,
48.0500,40112.6170,1100.7583,2344.8794,3.4660,-0.0428,0.7720,100420.4006,-6368214.8991,
48.3000,40381.2786,1098.1909,2244.7110,3.4527,-0.0428,0.7580,100398.3242,-6368215.9100,
48.5500,40649.2874,1095.6321,2149.2983,3.4395,-0.0428,0.7442,100377.2139,-6368216.8811,
48.8000,40916.6453,1093.0815,2058.3924,3.4265,-0.0428,0.7305,100357.0227,-6368217.8141,
49.0500,41183.3543,1090.5387,1971.7589,3.4135,-0.0428,0.7169,100337.7062,-6368218.7108,
49.3000,41449.4161,1088.0035,1889.1766,3.4005,-0.0428,0.7034,100319.2224,-6368219.5727,
49.5500,41714.8326,1085.4755,1810.4369,3.3877,-0.0428,0.6901,100301.5315,-6368220.4014,
49.8000,41979.6053,1082.9544,1735.3430,3.3749,-0.0428,0.6768,100284.5959,-6368221.1983,
50.0500,42243.7360,1080.4399,1663.7091,3.3623,-0.0428,0.6637,100268.3797,-6368221.9649,
50.3000,42507.2261,1077.9318,1595.3597,3.3496,-0.0428,0.6507,100252.8491,-6368222.7025,
50.5500,42770.0770,1075.4297,1530.1292,3.3371,-0.0428,0.6378,100237.9719,-6368223.4123,
50.8000,43032.2902,1072.9334,1467.8610,3.3247,-0.0428,0.6250,100223.7178,-6368224.0955,
51.0500,43293.8670,1070.4427,1408.4072,3.3123,-0.0428,0.6123,100210.0577,-6368224.7533,
51.3000,43554.8088,1067.9574,1351.6279,3.2999,-0.0428,0.5998,100196.9643,-6368225.3867,
51.5500,43815.1166,1065.4772,1297.3907,3.2877,-0.0428,0.5873,100184.4116,-6368225.9968,
51.8000,44074.7917,1063.0020,1245.5706,3.2755,-0.0428,0.5750,100172.3747,-6368226.5846,
52.0500,44333.8352,1060.5315,1196.0492,3.2634,-0.0428,0.5627,100160.8302,-6368227.1509,
52.3000,44592.2482,1058.0655,1148.7143,3.2513,-0.0428,0.5506,100149.7557,-6368227.6967,
52.5500,44850.0318,1055.6040,1103.4599,3.2393,-0.0428,0.5386,100139.1302,-6368228.2229,
52.8000,45107.1868,1053.1467,1060.1855,3.2274,-0.0428,0.5266,100128.9334,-6368228.7302,
53.0500,45363.7143,1050.6934,1018.7959,3.2155,-0.0428,0.5148,100119.1462,-6368229.2194,
53.3000,45619.6152,1048.2440,979.2009,3.2037,-0.0428,0.5031,100109.7504,-6368229.6913,
53.5500,45874.8903,1045.7985,941.3150,3.1920,-0.0428,0.4915,100100.7285,-6368230.1466,
53.8000,46129.5406,1043.3565,905.0572,3.1803,-0.0428,0.4800,100092.0643,-6368230.5859,
54.0500,46383.5667,1040.9180,870.3507,3.1686,-0.0428,0.4686,100083.7418,-6368231.0099,
54.3000,46636.9695,1038.4829,837.1224,3.1570,-0.0428,0.4572,100075.7463,-6368231.4191,
54.5500,46889.7497,1036.0511,805.3033,3.1455,-0.0428,0.4460,100068.0635,-6368231.8143,
54.8000,47141.9081,1033.6234,754.6483,3.1355,-0.0428,0.4349,100060.7508,-6368232.1922,
55.0500,47393.4457,1031.1995,727.9386,3.1282,-0.0428,0.4239,100053.8333,-6368232.5514,
55.3000,47644.3632,1028.7782,702.2279,3.1209,-0.0428,0.4129,100047.1710,-6368232.8990,
55.5500,47894.6611,1026.3597,677.4769,3.1135,-0.0428,0.4021,100040.7540,-6368233.2354,
55.8000,48144.3401,1023.9437,653.6479,3.1062,-0.0428,0.3914,100034.5728,-6368233.5611,
56.0500,48393.4008,1021.5303,630.7047,3.0989,-0.0428,0.3807,100028.6183,-6368233.8763,
56.3000,48641.8435,1019.1193,608.6128,3.0916,-0.0428,0.3702,100022.8817,-6368234.1815,
56.5500,48889.6689,1016.7107,587.3387,3.0843,-0.0428,0.3597,100017.3546,-6368234.4769,
56.8000,49136.8775,1014.3044,566.8508,3.0770,-0.0428,0.3493,100012.0291,-6368234.7630,
57.0500,49383.4697,1011.9003,547.1183,3.0697,-0.0428,0.3391,100006.8972,-6368235.0400,
57.3000,49629.4461,1009.4984,528.1120,3.0624,-0.0428,0.3289,100001.9518,-6368235.3083,
57.5500,49875.0623,1010.7242,513.4688,3.0661,-0.0515,0.3141,100210.8026,-6368064.2852,
57.8000,50120.3186,1008.3297,495.6850,3.0588,-0.0515,0.2947,100206.1697,-6368064.5536,
58.0500,50364.9603,1005.9372,478.5525,3.0516,-0.0515,0.2755,100201.7043,-6368064.8135,
58.3000,50608.9879,1003.5467,462.0461,3.0443,-0.0515,0.2565,100197.4000,-6368065.0654,
58.5500,50852.4017,1001.1581,446.1419,3.0371,-0.0515,0.2377,100193.2506,-6368065.3093,
58.8000,51095.2020,998.7716,427.8702,3.0306,-0.0515,0.2190,100189.2550,-6368065.5454,
59.0500,51337.3894,996.3869,414.2046,3.0271,-0.0515,0.2004,100185.4214,-6368065.7730,
59.3000,51578.9642,994.0040,400.9743,3.0237,-0.0515,0.1821,100181.7183,-6368065.9940,
59.5500,51819.9268,991.6228,388.1655,3.0202,-0.0515,0.1639,100178.1412,-6368066.2085,
59.8000,52060.2773,989.2432,375.7648,3.0168,-0.0515,0.1458,100174.6859,-6368066.4168,
60.0500,52300.0163,986.8652,363.7593,3.0133,-0.0515,0.1279,100171.3483,-6368066.6190,
60.3000,52539.1439,984.4889,352.1363,3.0098,-0.0515,0.1102,100168.1244,-6368066.8153,
60.5500,52777.6605,982.1140,340.8838,3.0064,-0.0515,0.0926,100165.0102,-6368067.0059,
60.8000,53015.5664,979.7407,329.9900,3.0029,-0.0515,0.0752,100162.0022,-6368067.1909,
61.0500,53252.8618,977.3688,319.4435,2.9994,-0.0515,0.0579,100159.0967,-6368067.3705,
61.3000,53489.5471,974.9984,309.2332,2.9958,-0.0515,0.0408,100156.2902,-6368067.5449,
61.5500,53725.6224,972.6295,299.3485,2.9923,-0.0515,0.0238,100153.5793,-6368067.7142,
61.8000,53961.0881,970.2619,289.7790,2.9888,-0.0515,0.0070,100150.9609,-6368067.8785,
62.0500,54195.9444,967.8957,280.5148,2.9852,-0.0515,-0.0097,100148.4318,-6368068.0381,
62.3000,54430.1916,965.5309,271.5460,2.9817,-0.0515,-0.0262,100145.9889,-6368068.1930,
62.5500,54663.8299,963.1674,262.8634,2.9781,-0.0515,-0.0426,100143.6294,-6368068.3434,
62.8000,54896.8595,960.8052,254.4579,2.9746,-0.0515,-0.0589,100141.3504,-6368068.4895,
